pokedex_number,name,generation,status,species,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,growth_rate,egg_type_1,egg_type_2,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,url,id
479,Heat Rotom,4,Normal,Plasma Pokémon,Electric,Fire,0.3,0.3,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,Medium Fast,Amorphous,,20.0,1.0,0.5,2.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,https://www.serebii.net/swordshield/pokemon/479-h.png,562
479,Wash Rotom,4,Normal,Plasma Pokémon,Electric,Water,0.3,0.3,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,Medium Fast,Amorphous,,20.0,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,https://www.serebii.net/swordshield/pokemon/479-w.png,563
479,Frost Rotom,4,Normal,Plasma Pokémon,Electric,Ice,0.3,0.3,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,Medium Fast,Amorphous,,20.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,0.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,https://www.serebii.net/swordshield/pokemon/479-f.png,564
479,Fan Rotom,4,Normal,Plasma Pokémon,Electric,Flying,0.3,0.3,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,Medium Fast,Amorphous,,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,https://www.serebii.net/swordshield/pokemon/479-s.png,565
479,Mow Rotom,4,Normal,Plasma Pokémon,Electric,Grass,0.3,0.3,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,Medium Fast,Amorphous,,20.0,1.0,2.0,0.5,0.25,0.5,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,https://www.serebii.net/swordshield/pokemon/479-m.png,566
480,Uxie,4,Sub Legendary,Knowledge Pokémon,Psychic,,0.3,0.3,580.0,75.0,75.0,130.0,75.0,130.0,95.0,3.0,Slow,Undiscovered,,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/uxie.png,567
481,Mesprit,4,Sub Legendary,Emotion Pokémon,Psychic,,0.3,0.3,580.0,80.0,105.0,105.0,105.0,105.0,80.0,3.0,Slow,Undiscovered,,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/mesprit.png,568
482,Azelf,4,Sub Legendary,Willpower Pokémon,Psychic,,0.3,0.3,580.0,75.0,125.0,70.0,125.0,70.0,115.0,3.0,Slow,Undiscovered,,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/azelf.png,569
483,Dialga,4,Legendary,Temporal Pokémon,Steel,Dragon,5.4,683.0,680.0,100.0,120.0,120.0,150.0,100.0,90.0,3.0,Slow,Undiscovered,,120.0,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/dialga.png,570
484,Palkia,4,Legendary,Spatial Pokémon,Water,Dragon,4.2,336.0,680.0,90.0,120.0,100.0,150.0,120.0,100.0,3.0,Slow,Undiscovered,,120.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,https://img.pokemondb.net/sprites/bank/normal/palkia.png,571
485,Heatran,4,Sub Legendary,Lava Dome Pokémon,Fire,Steel,1.7,430.0,600.0,91.0,90.0,106.0,130.0,106.0,77.0,3.0,Slow,Undiscovered,,10.0,0.5,0.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25,https://img.pokemondb.net/sprites/bank/normal/heatran.png,572
486,Regigigas,4,Sub Legendary,Colossal Pokémon,Normal,,3.7,420.0,670.0,110.0,160.0,110.0,80.0,110.0,100.0,3.0,Slow,Undiscovered,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/regigigas.png,573
487,Giratina Altered Forme,4,Legendary,Renegade Pokémon,Ghost,Dragon,4.5,750.0,680.0,150.0,100.0,120.0,100.0,120.0,90.0,3.0,Slow,Undiscovered,,120.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,https://www.serebii.net/swordshield/pokemon/487.png,574
487,Giratina Origin Forme,4,Legendary,Renegade Pokémon,Ghost,Dragon,6.9,650.0,680.0,150.0,120.0,100.0,120.0,100.0,90.0,3.0,Slow,Undiscovered,,120.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,https://www.serebii.net/swordshield/pokemon/487-o.png,575
488,Cresselia,4,Sub Legendary,Lunar Pokémon,Psychic,,1.5,85.6,600.0,120.0,70.0,120.0,75.0,130.0,85.0,3.0,Slow,Undiscovered,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/cresselia.png,576
489,Phione,4,Mythical,Sea Drifter Pokémon,Water,,0.4,3.1,480.0,80.0,80.0,80.0,80.0,80.0,80.0,30.0,Slow,Fairy,Water 1,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/phione.png,577
490,Manaphy,4,Mythical,Seafaring Pokémon,Water,,0.3,1.4,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,Slow,Fairy,Water 1,10.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/manaphy.png,578
491,Darkrai,4,Mythical,Pitch-Black Pokémon,Dark,,1.5,50.5,600.0,70.0,90.0,90.0,135.0,90.0,125.0,3.0,Slow,Undiscovered,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/darkrai.png,579
492,Shaymin Land Forme,4,Mythical,Gratitude Pokémon,Grass,,0.2,2.1,600.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,Medium Slow,Undiscovered,,120.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://www.serebii.net/xy/pokemon/492.png,580
492,Shaymin Sky Forme,4,Mythical,Gratitude Pokémon,Grass,Flying,0.4,5.2,600.0,100.0,103.0,75.0,120.0,75.0,127.0,45.0,Medium Slow,Undiscovered,,120.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,https://www.serebii.net/xy/pokemon/492-s.png,581
493,Arceus,4,Mythical,Alpha Pokémon,Normal,,3.2,320.0,720.0,120.0,120.0,120.0,120.0,120.0,120.0,3.0,Slow,Undiscovered,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/arceus.png,582
494,Victini,5,Mythical,Victory Pokémon,Psychic,Fire,0.4,4.0,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,Slow,Undiscovered,,120.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,https://img.pokemondb.net/sprites/bank/normal/victini.png,583
495,Snivy,5,Normal,Grass Snake Pokémon,Grass,,0.6,8.1,308.0,45.0,45.0,55.0,45.0,55.0,63.0,45.0,Medium Slow,Field,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/snivy.png,584
496,Servine,5,Normal,Grass Snake Pokémon,Grass,,0.8,16.0,413.0,60.0,60.0,75.0,60.0,75.0,83.0,45.0,Medium Slow,Field,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/servine.png,585
497,Serperior,5,Normal,Regal Pokémon,Grass,,3.3,63.0,528.0,75.0,75.0,95.0,75.0,95.0,113.0,45.0,Medium Slow,Field,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/serperior.png,586
498,Tepig,5,Normal,Fire Pig Pokémon,Fire,,0.5,9.9,308.0,65.0,63.0,45.0,45.0,45.0,45.0,45.0,Medium Slow,Field,,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,https://img.pokemondb.net/sprites/bank/normal/tepig.png,587
499,Pignite,5,Normal,Fire Pig Pokémon,Fire,Fighting,1.0,55.5,418.0,90.0,93.0,55.0,70.0,55.0,55.0,45.0,Medium Slow,Field,,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/pignite.png,588
500,Emboar,5,Normal,Mega Fire Pig Pokémon,Fire,Fighting,1.6,150.0,528.0,110.0,123.0,65.0,100.0,65.0,65.0,45.0,Medium Slow,Field,,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/emboar.png,589
501,Oshawott,5,Normal,Sea Otter Pokémon,Water,,0.5,5.9,308.0,55.0,55.0,45.0,63.0,45.0,45.0,45.0,Medium Slow,Field,,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/oshawott.png,590
502,Dewott,5,Normal,Discipline Pokémon,Water,,0.8,24.5,413.0,75.0,75.0,60.0,83.0,60.0,60.0,45.0,Medium Slow,Field,,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/dewott.png,591
503,Samurott,5,Normal,Formidable Pokémon,Water,,1.5,94.6,528.0,95.0,100.0,85.0,108.0,70.0,70.0,45.0,Medium Slow,Field,,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/samurott.png,592
504,Patrat,5,Normal,Scout Pokémon,Normal,,0.5,11.6,255.0,45.0,55.0,39.0,35.0,39.0,42.0,255.0,Medium Fast,Field,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/patrat.png,593
505,Watchog,5,Normal,Lookout Pokémon,Normal,,1.1,27.0,420.0,60.0,85.0,69.0,60.0,69.0,77.0,255.0,Medium Fast,Field,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/watchog.png,594
506,Lillipup,5,Normal,Puppy Pokémon,Normal,,0.4,4.1,275.0,45.0,60.0,45.0,25.0,45.0,55.0,255.0,Medium Slow,Field,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/lillipup.png,595
507,Herdier,5,Normal,Loyal Dog Pokémon,Normal,,0.9,14.7,370.0,65.0,80.0,65.0,35.0,65.0,60.0,120.0,Medium Slow,Field,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/herdier.png,596
508,Stoutland,5,Normal,Big-Hearted Pokémon,Normal,,1.2,61.0,500.0,85.0,110.0,90.0,45.0,90.0,80.0,45.0,Medium Slow,Field,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/stoutland.png,597
509,Purrloin,5,Normal,Devious Pokémon,Dark,,0.4,10.1,281.0,41.0,50.0,37.0,50.0,37.0,66.0,255.0,Medium Fast,Field,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/purrloin.png,598
510,Liepard,5,Normal,Cruel Pokémon,Dark,,1.1,37.5,446.0,64.0,88.0,50.0,88.0,50.0,106.0,90.0,Medium Fast,Field,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/liepard.png,599
511,Pansage,5,Normal,Grass Monkey Pokémon,Grass,,0.6,10.5,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,Medium Fast,Field,,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/pansage.png,600
512,Simisage,5,Normal,Thorn Monkey Pokémon,Grass,,1.1,30.5,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,Medium Fast,Field,,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/simisage.png,601
513,Pansear,5,Normal,High Temp Pokémon,Fire,,0.6,11.0,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,Medium Fast,Field,,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,https://img.pokemondb.net/sprites/bank/normal/pansear.png,602
514,Simisear,5,Normal,Ember Pokémon,Fire,,1.0,28.0,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,Medium Fast,Field,,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,https://img.pokemondb.net/sprites/bank/normal/simisear.png,603
515,Panpour,5,Normal,Spray Pokémon,Water,,0.6,13.5,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,Medium Fast,Field,,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/panpour.png,604
516,Simipour,5,Normal,Geyser Pokémon,Water,,1.0,29.0,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,Medium Fast,Field,,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/simipour.png,605
517,Munna,5,Normal,Dream Eater Pokémon,Psychic,,0.6,23.3,292.0,76.0,25.0,45.0,67.0,55.0,24.0,190.0,Fast,Field,,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/munna.png,606
518,Musharna,5,Normal,Drowsing Pokémon,Psychic,,1.1,60.5,487.0,116.0,55.0,85.0,107.0,95.0,29.0,75.0,Fast,Field,,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/musharna.png,607
519,Pidove,5,Normal,Tiny Pigeon Pokémon,Normal,Flying,0.3,2.1,264.0,50.0,55.0,50.0,36.0,30.0,43.0,255.0,Medium Slow,Flying,,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/pidove.png,608
520,Tranquill,5,Normal,Wild Pigeon Pokémon,Normal,Flying,0.6,15.0,358.0,62.0,77.0,62.0,50.0,42.0,65.0,120.0,Medium Slow,Flying,,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/tranquill.png,609
521,Unfezant,5,Normal,Proud Pokémon,Normal,Flying,1.2,29.0,488.0,80.0,115.0,80.0,65.0,55.0,93.0,45.0,Medium Slow,Flying,,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/unfezant.png,610
522,Blitzle,5,Normal,Electrified Pokémon,Electric,,0.8,29.8,295.0,45.0,60.0,32.0,50.0,32.0,76.0,190.0,Medium Fast,Field,,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/blitzle.png,611
523,Zebstrika,5,Normal,Thunderbolt Pokémon,Electric,,1.6,79.5,497.0,75.0,100.0,63.0,80.0,63.0,116.0,75.0,Medium Fast,Field,,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/zebstrika.png,612
524,Roggenrola,5,Normal,Mantle Pokémon,Rock,,0.4,18.0,280.0,55.0,75.0,85.0,25.0,25.0,15.0,255.0,Medium Slow,Mineral,,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/roggenrola.png,613
525,Boldore,5,Normal,Ore Pokémon,Rock,,0.9,102.0,390.0,70.0,105.0,105.0,50.0,40.0,20.0,120.0,Medium Slow,Mineral,,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/boldore.png,614
526,Gigalith,5,Normal,Compressed Pokémon,Rock,,1.7,260.0,515.0,85.0,135.0,130.0,60.0,80.0,25.0,45.0,Medium Slow,Mineral,,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/gigalith.png,615
527,Woobat,5,Normal,Bat Pokémon,Psychic,Flying,0.4,2.1,323.0,65.0,45.0,43.0,55.0,43.0,72.0,190.0,Medium Fast,Field,Flying,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/woobat.png,616
528,Swoobat,5,Normal,Courting Pokémon,Psychic,Flying,0.9,10.5,425.0,67.0,57.0,55.0,77.0,55.0,114.0,45.0,Medium Fast,Field,Flying,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/swoobat.png,617
529,Drilbur,5,Normal,Mole Pokémon,Ground,,0.3,8.5,328.0,60.0,85.0,40.0,30.0,45.0,68.0,120.0,Medium Fast,Field,,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/drilbur.png,618
530,Excadrill,5,Normal,Subterrene Pokémon,Ground,Steel,0.7,40.4,508.0,110.0,135.0,60.0,50.0,65.0,88.0,60.0,Medium Fast,Field,,20.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,https://img.pokemondb.net/sprites/bank/normal/excadrill.png,619
531,Audino,5,Normal,Hearing Pokémon,Normal,,1.1,31.0,445.0,103.0,60.0,86.0,60.0,86.0,50.0,255.0,Fast,Fairy,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/audino.png,620
531,Mega Audino,5,Normal,Hearing Pokémon,Normal,Fairy,1.5,32.0,545.0,103.0,60.0,126.0,80.0,126.0,50.0,255.0,Fast,Fairy,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,https://www.serebii.net/xy/pokemon/531-m.png,621
532,Timburr,5,Normal,Muscular Pokémon,Fighting,,0.6,12.5,305.0,75.0,80.0,55.0,25.0,35.0,35.0,180.0,Medium Slow,Human-Like,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/timburr.png,622
533,Gurdurr,5,Normal,Muscular Pokémon,Fighting,,1.2,40.0,405.0,85.0,105.0,85.0,40.0,50.0,40.0,90.0,Medium Slow,Human-Like,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/gurdurr.png,623
534,Conkeldurr,5,Normal,Muscular Pokémon,Fighting,,1.4,87.0,505.0,105.0,140.0,95.0,55.0,65.0,45.0,45.0,Medium Slow,Human-Like,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/conkeldurr.png,624
535,Tympole,5,Normal,Tadpole Pokémon,Water,,0.5,4.5,294.0,50.0,50.0,40.0,50.0,40.0,64.0,255.0,Medium Slow,Water 1,,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/tympole.png,625
536,Palpitoad,5,Normal,Vibration Pokémon,Water,Ground,0.8,17.0,384.0,75.0,65.0,55.0,65.0,55.0,69.0,120.0,Medium Slow,Water 1,,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/palpitoad.png,626
537,Seismitoad,5,Normal,Vibration Pokémon,Water,Ground,1.5,62.0,509.0,105.0,95.0,75.0,85.0,75.0,74.0,45.0,Medium Slow,Water 1,,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/seismitoad.png,627
538,Throh,5,Normal,Judo Pokémon,Fighting,,1.3,55.5,465.0,120.0,100.0,85.0,30.0,85.0,45.0,45.0,Medium Fast,Human-Like,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/throh.png,628
539,Sawk,5,Normal,Karate Pokémon,Fighting,,1.4,51.0,465.0,75.0,125.0,75.0,30.0,75.0,85.0,45.0,Medium Fast,Human-Like,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/sawk.png,629
540,Sewaddle,5,Normal,Sewing Pokémon,Bug,Grass,0.3,2.5,310.0,45.0,53.0,70.0,40.0,60.0,42.0,255.0,Medium Slow,Bug,,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/sewaddle.png,630
541,Swadloon,5,Normal,Leaf-Wrapped Pokémon,Bug,Grass,0.5,7.3,380.0,55.0,63.0,90.0,50.0,80.0,42.0,120.0,Medium Slow,Bug,,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/swadloon.png,631
542,Leavanny,5,Normal,Nurturing Pokémon,Bug,Grass,1.2,20.5,500.0,75.0,103.0,80.0,70.0,80.0,92.0,45.0,Medium Slow,Bug,,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/leavanny.png,632
543,Venipede,5,Normal,Centipede Pokémon,Bug,Poison,0.4,5.3,260.0,30.0,45.0,59.0,30.0,39.0,57.0,255.0,Medium Slow,Bug,,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,https://img.pokemondb.net/sprites/bank/normal/venipede.png,633
