PERIODO	COMUNA	NÚMERO INCENDIOS FORESTALES	PINO INSIGNE 0 A 10 AÑOS	PINO INSIGNE 11 A 17 AÑOS	PINO INSIGNE 18 O MÁS AÑOS	PINO INSIGNE	EUCALIPTO	OTRAS SP.	TOTAL PLANTACIONES	ARBOLADO	MATORRAL	PASTIZAL	TOTAL NATURAL	TOTAL FORESTAL	TOTAL OTRAS SUPERFICIES	TOTAL SUPERFICIE AFECTADA
2011 - 2012	CANETE	87	0,00	46,14	3,35	49,49	51,97	0,00	101,46	5,05	61,72	16,68	83,45	184,91	4,82	189,73
2011 - 2012	CONTULMO	32	0,00	3,60	0,00	3,60	63,86	0,00	67,46	0,31	32,68	5,00	37,99	105,45	13,13	118,58
2011 - 2012	TIRUA	115	2,00	87,61	0,00	89,61	56,50	0,00	146,11	2,15	37,33	12,56	52,04	198,15	16,65	214,80
2011 - 2012	ANGOL	61	1,80	0,01	3,81	5,62	55,76	1,00	62,38	0,03	27,72	38,62	66,37	128,75	2,83	131,58
2011 - 2012	PUREN	26	6,61	10,09	2,00	18,70	132,83	0,00	151,53	10,35	27,64	0,21	38,20	189,73	7,39	197,12
2011 - 2012	LOS SAUCES	8	17,10	34,90	135,90	187,90	567,06	0,00	754,96	15,00	296,26	3,10	314,36	1.069,32	58,05	1.127,37
2011 - 2012	RENAICO	8	0,00	0,00	8,46	8,46	2,00	0,00	10,46	0,06	0,36	0,00	0,42	10,88	0,01	10,89
2011 - 2012	COLLIPULLI	109	0,58	0,00	2,30	2,88	4,92	1,30	9,10	3,88	34,70	8,39	46,97	56,07	12,06	68,13
2011 - 2012	ERCILLA	173	37,82	15,41	26,17	79,40	507,92	0,00	587,32	3,09	148,84	135,97	287,90	875,22	13,84	889,06
2011 - 2012	TRAIGUEN	18	0,02	0,00	4,07	4,09	10,40	0,00	14,49	14,50	44,37	2,45	61,32	75,81	5,01	80,82
2011 - 2012	LUMACO	46	96,84	225,16	478,08	800,08	208,65	0,00	1.008,73	57,15	403,57	55,21	515,93	1.524,66	166,95	1.691,61
2011 - 2012	VICTORIA	46	0,00	1,35	0,30	1,65	1,10	0,00	2,75	4,54	8,52	9,37	22,43	25,18	27,40	52,58
2011 - 2012	CURACAUTIN	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	LONQUIMAY	4	0,00	0,00	0,00	0,00	0,00	0,00	0,00	25,50	6,01	2,00	33,51	33,51	0,00	33,51
2011 - 2012	TEMUCO	50	0,40	0,32	2,15	2,87	32,25	0,01	35,13	6,70	28,53	32,37	67,60	102,73	5,65	108,38
2011 - 2012	LAUTARO	38	0,00	3,40	3,77	7,17	76,26	0,00	83,43	2,80	28,66	7,78	39,24	122,67	84,76	207,43
2011 - 2012	PERQUENCO	3	0,00	0,00	1,30	1,30	1,40	0,00	2,70	2,50	4,70	7,50	14,70	17,40	209,70	227,10
2011 - 2012	GALVARINO	59	292,50	11,72	85,00	389,22	90,15	0,00	479,37	31,26	146,82	31,55	209,63	689,00	418,25	1.107,25
2011 - 2012	NUEVA IMPERIAL	11	0,90	1,60	4,40	6,90	13,90	0,00	20,80	0,50	12,90	10,20	23,60	44,40	2,00	46,40
2011 - 2012	CARAHUE	14	79,35	228,92	420,17	728,44	112,45	0,00	840,89	863,95	621,94	70,85	1.556,74	2.397,63	85,00	2.482,63
2011 - 2012	SAAVEDRA	1	0,00	1,00	0,00	1,00	1,30	0,00	2,30	0,00	0,00	0,00	0,00	2,30	0,00	2,30
2011 - 2012	VILCUN	9	0,90	0,00	0,00	0,90	1,20	0,00	2,10	0,25	3,35	3,15	6,75	8,85	11,81	20,66
2011 - 2012	CHOL CHOL	8	0,00	1,00	0,00	1,00	6,00	0,00	7,00	0,30	5,20	0,05	5,55	12,55	0,00	12,55
2011 - 2012	FREIRE	8	1,00	0,00	0,50	1,50	2,60	0,00	4,10	1,30	6,95	4,60	12,85	16,95	0,55	17,50
2011 - 2012	CUNCO	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	PITRUFQUEN	2	0,00	0,00	0,00	0,00	0,10	0,00	0,10	0,00	0,47	0,05	0,52	0,62	0,00	0,62
2011 - 2012	GORBEA	5	0,00	10,40	0,00	10,40	25,70	0,00	36,10	2,50	10,80	7,00	20,30	56,40	1,00	57,40
2011 - 2012	TOLTEN	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	LONCOCHE	2	0,00	0,00	0,10	0,10	0,00	0,00	0,10	0,00	0,00	0,00	0,00	0,10	0,00	0,10
2011 - 2012	VILLARRICA	3	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,57	0,50	1,23	3,30	3,30	0,00	3,30
2011 - 2012	PUCON	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	CURARREHUE	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,00	0,00	0,00	1,00	1,00	0,00	1,00
2011 - 2012	MELIPEUCO	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	TEODORO SCHMIDT	1	0,00	0,00	0,60	0,60	0,00	0,00	0,60	0,00	0,00	0,00	0,00	0,60	0,00	0,60
2011 - 2012	PADRE LAS CASAS	25	0,25	0,00	0,00	0,25	0,16	0,00	0,41	32,01	15,03	4,55	51,59	52,00	100,56	152,56
2011 - 2012	VALDIVIA	25	0,18	0,00	0,25	0,43	3,00	0,00	3,43	1,15	17,72	2,10	20,97	24,40	2,15	26,55
2011 - 2012	MARIQUINA	17	0,70	0,25	0,10	1,05	1,45	0,90	3,40	2,82	7,72	6,06	16,60	20,00	0,03	20,03
2011 - 2012	LANCO	1	0,00	0,00	0,00	0,00	0,00	0,50	0,50	0,40	0,00	0,10	0,50	1,00	0,00	1,00
2011 - 2012	LOS LAGOS	1	0,00	4,00	0,00	4,00	0,00	0,00	4,00	0,00	0,00	0,00	0,00	4,00	15,00	19,00
2011 - 2012	CORRAL	6	0,00	0,00	0,00	0,00	1,10	0,00	1,10	0,30	7,90	0,00	8,20	9,30	3,50	12,80
2011 - 2012	MAFIL	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,60	0,60	0,60	0,00	0,60
2011 - 2012	PANGUIPULLI	6	1,30	0,00	0,00	1,30	0,60	0,05	1,95	17,10	29,90	56,00	103,00	104,95	0,40	105,35
2011 - 2012	PAILLACO	14	1,00	0,00	0,00	1,00	1,70	0,00	2,70	0,00	3,73	9,00	12,73	15,43	3,00	18,43
2011 - 2012	LA UNIÓN	11	0,00	0,00	0,00	0,00	4,82	0,00	4,82	1,05	3,83	4,30	9,18	14,00	4,00	18,00
2011 - 2012	FUTRONO	1	0,00	0,00	0,00	0,00	0,10	0,00	0,10	0,10	0,20	0,00	0,30	0,40	0,00	0,40
2011 - 2012	RÍO BUENO	6	0,10	0,00	0,00	0,10	0,20	0,10	0,40	0,00	1,90	1,30	3,20	3,60	0,10	3,70
2011 - 2012	LAGO RANCO	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	OSORNO	3	0,00	0,25	0,00	0,25	0,00	0,00	0,25	0,00	0,75	1,00	1,75	2,00	0,00	2,00
2011 - 2012	SAN PABLO	5	0,00	0,75	0,30	1,05	0,00	0,00	1,05	0,05	0,55	0,30	0,90	1,95	0,10	2,05
2011 - 2012	PEYUHUE	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,01	0,00	0,00	0,01	0,01	0,00	0,01
2011 - 2012	PUERTO OCTAY	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,25	0,50	0,00	0,75	0,75	0,00	0,75
2011 - 2012	ENTRE LAGOS	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	RIO NEGRO	2	0,00	0,00	0,00	0,00	1,33	0,00	1,33	0,00	0,60	0,20	0,80	2,13	0,00	2,13
2011 - 2012	PURRANQUE	3	0,00	0,00	0,00	0,00	5,20	0,00	5,20	0,00	0,50	3,00	3,50	8,70	1,10	9,80
2011 - 2012	SAN JUAN DE LA COSTA	6	0,00	0,10	0,00	0,10	2,70	0,00	2,80	0,30	1,00	0,35	1,65	4,45	0,00	4,45
2011 - 2012	PUERTO MONTT	75	0,00	0,00	0,00	0,00	0,30	0,00	0,30	5,65	332,39	30,60	368,64	368,94	0,00	368,94
2011 - 2012	COCHAMO	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,50	2,60	0,00	3,10	3,10	0,00	3,10
2011 - 2012	CALBUCO	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	16,10	0,00	16,10	16,10	0,00	16,10
2011 - 2012	MAULLIN	4	0,00	0,00	0,00	0,00	3,30	0,00	3,30	0,00	8,20	0,00	8,20	11,50	0,00	11,50
2011 - 2012	LOS MUERMOS	4	0,00	0,00	0,00	0,00	0,00	0,00	0,00	3,50	1,00	0,00	4,50	4,50	0,00	4,50
2011 - 2012	FRESIA	3	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,93	0,20	0,00	1,13	1,13	0,00	1,13
2011 - 2012	FRUTILLAR	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	LLANQUIHUE	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	PUERTO VARAS	10	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	13,26	0,70	13,96	13,96	0,00	13,96
2011 - 2012	CASTRO	6	0,00	0,00	0,00	0,00	0,00	0,00	0,00	39,06	14,54	135,00	188,60	188,60	20,00	208,60
2011 - 2012	ANCUD	9	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,20	19,22	0,80	20,22	20,22	0,90	21,12
2011 - 2012	QUEMCHI	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	8,00	0,00	0,00	8,00	8,00	10,00	18,00
2011 - 2012	CURACO DE VELEZ	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	DALCAHUE	10	0,00	0,00	0,00	0,00	0,00	0,00	0,00	2,00	18,12	1,60	21,72	21,72	0,01	21,73
2011 - 2012	QUINCHAO	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	PUQUELDON	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	CHONCHI	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	QUEILEN	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	QUELLON	5	0,00	0,00	0,00	0,00	0,00	0,00	0,00	131,50	0,00	20,00	151,50	151,50	7,40	158,90
2011 - 2012	CHAITEN	6	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,00	13,05	3,00	17,05	17,05	0,00	17,05
2011 - 2012	PALENA	4	4,00	0,00	0,00	4,00	0,00	0,00	4,00	118,00	8,50	0,00	126,50	130,50	0,50	131,00
2011 - 2012	FUTALEUFU	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,50	1,00	1,50	1,50	0,00	1,50
2011 - 2012	HUALAIHUE	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	COYHAIQUE	22	0,44	0,20	0,00	0,64	0,00	1,96	2,60	6,42	1,94	4,45	12,81	15,41	2,66	18,07
2011 - 2012	LAGO VERDE	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	28,50	21,50	15,00	65,00	65,00	0,00	65,00
2011 - 2012	AYSEN	4	0,00	0,00	0,00	0,00	0,00	0,00	0,00	4,82	3,93	3,84	12,59	12,59	0,00	12,59
2011 - 2012	CISNES	3	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,75	1,25	0,50	2,50	2,50	0,00	2,50
2011 - 2012	GUAYTECAS	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	CHILE CHICO	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,90	0,60	0,00	1,50	1,50	0,00	1,50
2011 - 2012	RIO IBAÑEZ	2	0,00	0,00	0,00	0,00	0,00	96,64	96,64	6,32	8,54	6,46	21,32	117,96	0,00	117,96
2011 - 2012	COCHRANE	3	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	53,00	10,00	63,00	63,00	0,00	63,00
2011 - 2012	OHIGGINS	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,10	0,15	0,00	0,25	0,25	0,00	0,25
2011 - 2012	TORTEL	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	PUNTA ARENAS	5	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,13	1,13	1,13	0,00	1,13
2011 - 2012	LAGUNA BLANCA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	RIO VERDE	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	SAN GREGORIO	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	PUERTO NATALES	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,05	0,50	0,00	0,55	0,55	0,00	0,55
2011 - 2012	TORRES DEL PAINE	2	0,00	0,00	0,00	0,00	0,00	340,70	340,70	1.702,71	5.043,30	10.519,60	17.265,61	17.606,31	0,00	17.606,31
2011 - 2012	PORVENIR	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,15	0,00	0,00	0,15	0,15	0,00	0,15
2011 - 2012	TIMAUKEL	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	PRIMAVERA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	NAVARINO	3	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,03	0,03	0,03	0,00	0,03
2011 - 2012	COLINA	15	0,10	0,00	0,00	0,10	2,50	0,00	2,60	0,50	5,10	14,27	19,87	22,47	0,00	22,47
2011 - 2012	LAMPA	9	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,00	7,01	17,69	25,70	25,70	0,00	25,70
2011 - 2012	TILTIL	8	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,60	4,80	13,10	18,50	18,50	0,00	18,50
2011 - 2012	PUENTE ALTO	8	0,00	0,10	0,00	0,10	0,20	0,00	0,30	0,70	2,70	7,00	10,40	10,70	0,00	10,70
2011 - 2012	PIRQUE	9	0,00	0,00	0,00	0,00	0,80	0,00	0,80	0,25	0,57	2,30	3,12	3,92	0,00	3,92
2011 - 2012	SAN JOSE DE MAIPO	3	0,00	0,00	0,20	0,20	0,00	0,00	0,20	1,00	1,70	2,80	5,50	5,70	0,00	5,70
2011 - 2012	SAN BERNARDO	19	0,00	0,00	0,00	0,00	0,42	0,01	0,43	0,00	1,62	8,65	10,27	10,70	0,00	10,70
2011 - 2012	BUIN	11	0,00	0,00	0,00	0,00	0,10	0,21	0,31	0,00	4,33	15,67	20,00	20,31	0,00	20,31
2011 - 2012	PAINE	13	0,00	0,00	0,00	0,00	0,10	1,25	1,35	30,45	156,65	79,86	266,96	268,31	1,10	269,41
2011 - 2012	CALERA DE TANGO	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,04	0,06	0,10	0,10	0,00	0,10
2011 - 2012	TALAGANTE	7	0,00	0,00	0,00	0,00	0,70	0,00	0,70	0,20	0,70	3,21	4,11	4,81	0,00	4,81
2011 - 2012	PENAFLOR	13	0,00	0,00	0,00	0,00	0,50	0,32	0,82	0,65	3,03	6,91	10,59	11,41	0,00	11,41
2011 - 2012	EL MONTE	14	0,00	0,00	0,00	0,00	12,35	0,30	12,65	28,35	43,23	75,10	146,68	159,33	0,00	159,33
2011 - 2012	ISLA DE MAIPO	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,50	0,50	0,50	0,10	0,60
2011 - 2012	PADRE HURTADO	6	0,00	0,00	0,00	0,00	1,10	0,70	1,80	0,05	1,90	4,35	6,30	8,10	0,00	8,10
2011 - 2012	MELIPILLA	75	0,00	0,00	0,50	0,50	17,85	0,20	18,55	22,03	107,76	222,84	352,63	371,18	83,30	454,48
2011 - 2012	MARIA PINTO	6	0,00	0,10	0,00	0,10	0,00	0,00	0,10	2,20	0,45	4,55	7,20	7,30	0,50	7,80
2011 - 2012	SAN PEDRO	34	0,00	0,00	4,00	4,00	33,20	0,00	37,20	5,90	34,87	104,35	145,12	182,32	38,20	220,52
2011 - 2012	CURACAVI	3	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,15	0,30	0,16	0,61	0,61	0,00	0,61
2011 - 2012	ALHUE	6	0,00	0,00	0,00	0,00	0,00	0,50	0,50	1,70	1,62	2,42	5,74	6,24	5,00	11,24
2011 - 2012	SANTIAGO	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	INDEPENDENCIA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	RECOLETA	4	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,01	0,30	0,31	0,31	0,00	0,31
2011 - 2012	ESTACION CENTRAL	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	CONCHALI	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	HUECHURABA	9	0,00	0,00	0,00	0,00	0,20	0,00	0,20	0,00	1,26	5,35	6,61	6,81	0,00	6,81
2011 - 2012	QUILICURA	3	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,10	1,90	2,00	2,00	0,00	2,00
2011 - 2012	RENCA	3	0,00	0,00	0,00	0,00	0,10	0,00	0,10	0,00	0,21	5,69	5,90	6,00	0,00	6,00
2011 - 2012	QUINTA NORMAL	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	PUDAHUEL	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,05	0,05	0,20	0,30	0,30	0,00	0,30
2011 - 2012	CERRO NAVIA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	LO PRADO	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	MAIPU	3	0,00	0,00	0,00	0,00	0,60	0,00	0,60	1,40	2,00	2,10	5,50	6,10	1,50	7,60
2011 - 2012	PEDRO AGUIRRE CERDA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	CERRILLOS	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	LO ESPEJO	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	LA PINTANA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	EL BOSQUE	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	LA FLORIDA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	LA GRANJA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	MACUL	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	PENALOLEN	4	0,00	0,00	0,00	0,00	0,20	0,80	1,00	0,00	0,60	1,70	2,30	3,30	0,00	3,30
2011 - 2012	LA REINA	2	0,00	0,00	0,00	0,00	0,04	0,00	0,04	0,20	0,76	1,40	2,36	2,40	0,00	2,40
2011 - 2012	PROVIDENCIA	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,11	0,11	0,11	0,00	0,11
2011 - 2012	ÑUÑOA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	LAS CONDES	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,06	0,16	0,22	0,22	0,00	0,22
2011 - 2012	VITACURA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2011 - 2012	LO BARNECHEA	4	0,00	0,00	0,10	0,10	0,00	0,00	0,10	0,00	0,52	2,29	2,81	2,91	0,00	2,91
2010 - 2011	COPIAPO	0				0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	CALDERA	0				0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	TIERRA AMARILLA	0				0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	ALTO DEL CARMEN	0				0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	FREIRINA	0				0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	HUASCO	0				0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	VALLENAR	0				0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	ANDACOLLO					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	COQUIMBO	1				0,00		5,00	5,00		15,00	170,00	185,00	190,00	0,00	190,00
2010 - 2011	LA HIGUERA					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	LA SERENA	6				0,00	8,70		8,70		5,01	18,31	23,32	32,02	0,00	32,02
2010 - 2011	PAIHUANO					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	VICUNA	2				0,00	0,60		0,60	0,25	1,25	0,50	2,00	2,60	0,00	2,60
2010 - 2011	COMBARBALA	1				0,00			0,00		0,80	0,20	1,00	1,00	0,00	1,00
2010 - 2011	MONTE PATRIA					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	OVALLE	27				0,00	30,03		30,03	8,30	36,67	6,60	51,57	81,60	0,00	81,60
2010 - 2011	PUNITAQUI					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	RIO HURTADO	1				0,00	5,00		5,00	5,00	15,00	5,00	25,00	30,00	0,00	30,00
2010 - 2011	CANELA	2				0,00			0,00		2,70	3,00	5,70	5,70	0,00	5,70
2010 - 2011	ILLAPEL	2				0,00			0,00	5,00	26,00	22,00	53,00	53,00	0,00	53,00
2010 - 2011	LOS VILOS	5				0,00			0,00	5,00	72,20	31,91	109,11	109,11	0,00	109,11
2010 - 2011	MINCHA															
2010 - 2011	SALAMANCA	1				0,00			0,00	0,80	3,00	6,00	9,80	9,80	0,00	9,80
2010 - 2011	CABILDO	1				0,00			0,00	10,00	40,00	20,00	70,00	70,00	0,00	70,00
2010 - 2011	LA LIGUA	27				0,00	117,34		117,34	1.217,88	2.336,19	656,82	4.210,89	4.328,23	11,61	4.339,84
2010 - 2011	PAPUDO	2				0,00	0,80		0,80	0,20	1,10	1,15	2,45	3,25	0,00	3,25
2010 - 2011	PETORCA	3				0,00			0,00	1,00	5,90	15,00	21,90	21,90	0,00	21,90
2010 - 2011	ZAPALLAR	9				0,00	42,24		42,24	32,03	173,23	691,01	896,27	938,51	0,00	938,51
2010 - 2011	CALLE LARGA					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	LOS ANDES	2				0,00			0,00		4,18	22,00	26,18	26,18	0,00	26,18
2010 - 2011	RINCONADA					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	SAN ESTEBAN					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	CATEMU					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	LLAILLAY	3				0,00			0,00	2,00	13,00	20,00	35,00	35,00	0,00	35,00
2010 - 2011	PANQUEHUE					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	PUTAENDO 					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	SAN FELIPE	1				0,00			0,00		0,10	0,10	0,20	0,20	0,20	0,40
2010 - 2011	SANTA MARIA					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	HIJUELAS	9				0,00	1,00		1,00	35,10	36,96	22,28	94,34	95,34	0,01	95,35
2010 - 2011	CALERA	5				0,00	0,25		0,25		0,90	3,25	4,15	4,40	1,50	5,90
2010 - 2011	LA CRUZ	8				0,00	1,00		1,00		9,03	15,16	24,19	25,19	0,20	25,39
2010 - 2011	LIMACHE	19				0,00	10,52		10,52	20,30	173,21	162,20	355,71	366,23	0,00	366,23
2010 - 2011	NOGALES	14				0,00	0,20		0,20	144,06	147,00	45,70	336,76	336,96	0,00	336,96
2010 - 2011	OLMUE	11				0,00	1,06		1,06	28,25	32,30	23,00	83,55	84,61	0,00	84,61
2010 - 2011	QUILLOTA	15				0,00	10,14	0,20	10,34	41,50	112,41	117,52	271,43	281,77	0,00	281,77
2010 - 2011	CASABLANCA	23	10,21	0,20		10,41	84,35		94,76	233,97	253,35	114,17	601,49	696,25	0,80	697,05
2010 - 2011	CONCON	17	7,37	8,80	25,00	41,17	43,10		84,27	21,50	80,32	45,98	147,80	232,07	2,70	234,77
2010 - 2011	PUCHUNCAVI	21	0,22			0,22	117,31		117,53	162,90	390,41	304,85	858,16	975,69	43,55	1.019,24
2010 - 2011	QUILPUE	64				0,00	2,22		2,22	57,02	51,73	72,23	180,98	183,20	0,05	183,25
2010 - 2011	QUINTERO	8				0,00	18,00		18,00	29,00	37,70	44,40	111,10	129,10	0,00	129,10
2010 - 2011	VALPARAISO	131	14,95	7,77	15,08	37,80	123,48	0,05	161,33	2,01	91,61	78,16	171,78	333,11	2,83	335,94
2010 - 2011	VILLA ALEMANA	49	0,20			0,20	133,50		133,70	131,50	135,21	128,88	395,59	529,29	0,00	529,29
2010 - 2011	VINA DEL MAR	69	0,22	0,10		0,32	0,59		0,91	1,04	35,70	39,25	75,99	76,90	0,09	76,99
2010 - 2011	JUAN FERNANDEZ					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	ALGARROBO	13	0,21			0,21	2,22		2,43		2,14	10,60	12,74	15,17	0,15	15,32
2010 - 2011	CARTAGENA	54		0,06	0,51	0,57	18,23		18,80	0,10	11,24	30,66	42,00	60,80	14,45	75,25
